image_name,model_name,inference_time_seconds
dog.jpg,LLaVA_7B,16.649723052978516
dog.jpg,LLama3_2_Vision_11B,89.30347084999084
dog.jpg,Gemma3_12B,51.493205070495605
dog.jpg,MiniCPM_V_8B,26.422953367233276
dog.jpg,LLaVA_LLama3_8B,16.444385051727295
dog.jpg,BakLLaVA_7B,8.69313097000122
dog.jpg,LLaVA_Phi3,6.39660382270813
dog.jpg,Granite3_2_Vision,36.754510164260864
dog.jpg,DeepSeek_Reasoning_LLaVA_7B,62.05777883529663
dog.jpg,DeepSeek_Reasoning_LLama3_2_Vision_11B,46.005155086517334
dog.jpg,DeepSeek_Reasoning_Gemma3_12B,34.50575375556946
dog.jpg,DeepSeek_Reasoning_MiniCPM_V_8B,51.48518204689026
dog.jpg,LLama3_1_Intuitive_Thinker_LLaVA_7B,46.86526799201965
dog.jpg,LLama3_1_Intuitive_Thinker_LLama3_2_Vision_11B,44.256290912628174
dog.jpg,LLama3_1_Intuitive_Thinker_Gemma3_12B,40.418392181396484
dog.jpg,LLama3_1_Intuitive_Thinker_MiniCPM_V_8B,47.78966999053955
dog.jpg,DeepSeek_R1_Abliterated_LLaVA_7B,37.34787082672119
dog.jpg,DeepSeek_R1_Abliterated_LLama3_2_Vision_11B,24.603190898895264
dog.jpg,DeepSeek_R1_Abliterated_Gemma3_12B,38.96168494224548
dog.jpg,DeepSeek_R1_Abliterated_MiniCPM_V_8B,26.4566330909729
dog.jpg,Phi4_14B_LLaVA_7B,30.654881954193115
dog.jpg,Phi4_14B_LLama3_2_Vision_11B,26.67577314376831
dog.jpg,Phi4_14B_Gemma3_12B,39.15174984931946
dog.jpg,Phi4_14B_MiniCPM_V_8B,29.69871497154236
hike.jpg,LLaVA_7B,19.05591106414795
hike.jpg,LLama3_2_Vision_11B,111.53619289398193
hike.jpg,Gemma3_12B,51.086987018585205
hike.jpg,MiniCPM_V_8B,36.88367199897766
hike.jpg,LLaVA_LLama3_8B,21.30440902709961
hike.jpg,BakLLaVA_7B,10.385604858398438
hike.jpg,LLaVA_Phi3,6.271606683731079
hike.jpg,Granite3_2_Vision,55.39657711982727
hike.jpg,DeepSeek_Reasoning_LLaVA_7B,38.07121014595032
hike.jpg,DeepSeek_Reasoning_LLama3_2_Vision_11B,45.42510008811951
hike.jpg,DeepSeek_Reasoning_Gemma3_12B,42.525940895080566
hike.jpg,DeepSeek_Reasoning_MiniCPM_V_8B,43.7163770198822
hike.jpg,LLama3_1_Intuitive_Thinker_LLaVA_7B,46.95316195487976
hike.jpg,LLama3_1_Intuitive_Thinker_LLama3_2_Vision_11B,37.03540825843811
hike.jpg,LLama3_1_Intuitive_Thinker_Gemma3_12B,32.41946220397949
hike.jpg,LLama3_1_Intuitive_Thinker_MiniCPM_V_8B,39.05340623855591
hike.jpg,DeepSeek_R1_Abliterated_LLaVA_7B,38.85427808761597
hike.jpg,DeepSeek_R1_Abliterated_LLama3_2_Vision_11B,28.7112820148468
hike.jpg,DeepSeek_R1_Abliterated_Gemma3_12B,28.904412031173706
hike.jpg,DeepSeek_R1_Abliterated_MiniCPM_V_8B,39.62753415107727
hike.jpg,Phi4_14B_LLaVA_7B,33.11034798622131
hike.jpg,Phi4_14B_LLama3_2_Vision_11B,32.859454870224
hike.jpg,Phi4_14B_Gemma3_12B,28.998775243759155
hike.jpg,Phi4_14B_MiniCPM_V_8B,30.94440507888794
flowers.jpg,LLaVA_7B,19.888293981552124
flowers.jpg,LLama3_2_Vision_11B,100.16516423225403
flowers.jpg,Gemma3_12B,52.145928144454956
flowers.jpg,MiniCPM_V_8B,34.181067943573
flowers.jpg,LLaVA_LLama3_8B,16.29338502883911
