image_name,model_name,inference_time_seconds
dog.jpg,LLaVA_7B,20.88935089111328
dog.jpg,LLama3_2_Vision_11B,108.59658813476562
dog.jpg,Gemma3_12B,51.85118794441223
dog.jpg,MiniCPM_V_8B,26.50471591949463
dog.jpg,Phi_14B,39.17216372489929
dog.jpg,LLaVA_LLama3_8B,14.184547901153564
dog.jpg,BakLLaVA_7B,8.877353191375732
dog.jpg,Granite3_2_Vision,36.76269006729126
dog.jpg,DeepSeek_Reasoning_LLaVA_7B,63.552242040634155
dog.jpg,DeepSeek_Reasoning_LLama3_2_Vision_11B,42.21698999404907
dog.jpg,DeepSeek_Reasoning_Gemma3_12B,63.142987966537476
dog.jpg,DeepSeek_Reasoning_MiniCPM_V_8B,76.96028399467468
dog.jpg,DeepSeek_Reasoning_Phi_14B,64.9236831665039
dog.jpg,LLama3_1_Intuitive_Thinker_LLaVA_7B,60.05938506126404
dog.jpg,LLama3_1_Intuitive_Thinker_LLama3_2_Vision_11B,31.95938491821289
dog.jpg,LLama3_1_Intuitive_Thinker_Gemma3_12B,61.71325397491455
dog.jpg,LLama3_1_Intuitive_Thinker_MiniCPM_V_8B,27.18850588798523
dog.jpg,LLama3_1_Intuitive_Thinker_Phi_14B,51.314754009246826
dog.jpg,DeepSeek_R1_Abliterated_LLaVA_7B,30.892162084579468
dog.jpg,DeepSeek_R1_Abliterated_LLama3_2_Vision_11B,28.851266145706177
dog.jpg,DeepSeek_R1_Abliterated_Gemma3_12B,45.37756299972534
dog.jpg,DeepSeek_R1_Abliterated_MiniCPM_V_8B,33.693403005599976
dog.jpg,DeepSeek_R1_Abliterated_Phi_14B,32.22702383995056
dog.jpg,Phi4_14B_LLaVA_7B,44.163931131362915
dog.jpg,Phi4_14B_LLama3_2_Vision_11B,47.36266088485718
dog.jpg,Phi4_14B_Gemma3_12B,42.31664776802063
dog.jpg,Phi4_14B_MiniCPM_V_8B,41.47718811035156
dog.jpg,Phi4_14B_Phi_14B,39.08777117729187
hike.jpg,LLaVA_7B,26.301138877868652
hike.jpg,LLama3_2_Vision_11B,104.97224307060242
hike.jpg,Gemma3_12B,54.30143165588379
hike.jpg,MiniCPM_V_8B,34.74090504646301
hike.jpg,Phi_14B,55.60654592514038
hike.jpg,LLaVA_LLama3_8B,27.08812189102173
hike.jpg,BakLLaVA_7B,10.892539978027344
hike.jpg,Granite3_2_Vision,55.68969702720642
hike.jpg,DeepSeek_Reasoning_LLaVA_7B,54.35308814048767
hike.jpg,DeepSeek_Reasoning_LLama3_2_Vision_11B,42.69452905654907
hike.jpg,DeepSeek_Reasoning_Gemma3_12B,50.43494486808777
hike.jpg,DeepSeek_Reasoning_MiniCPM_V_8B,52.519776821136475
hike.jpg,DeepSeek_Reasoning_Phi_14B,67.8073582649231
hike.jpg,LLama3_1_Intuitive_Thinker_LLaVA_7B,38.26553535461426
hike.jpg,LLama3_1_Intuitive_Thinker_LLama3_2_Vision_11B,26.52186417579651
hike.jpg,LLama3_1_Intuitive_Thinker_Gemma3_12B,51.65718102455139
hike.jpg,LLama3_1_Intuitive_Thinker_MiniCPM_V_8B,74.33500099182129
hike.jpg,LLama3_1_Intuitive_Thinker_Phi_14B,41.57553005218506
hike.jpg,DeepSeek_R1_Abliterated_LLaVA_7B,35.746469020843506
hike.jpg,DeepSeek_R1_Abliterated_LLama3_2_Vision_11B,27.8695068359375
hike.jpg,DeepSeek_R1_Abliterated_Gemma3_12B,25.49105715751648
hike.jpg,DeepSeek_R1_Abliterated_MiniCPM_V_8B,24.62199592590332
hike.jpg,DeepSeek_R1_Abliterated_Phi_14B,27.89855694770813
hike.jpg,Phi4_14B_LLaVA_7B,51.660030126571655
hike.jpg,Phi4_14B_LLama3_2_Vision_11B,42.275238037109375
hike.jpg,Phi4_14B_Gemma3_12B,48.297439098358154
hike.jpg,Phi4_14B_MiniCPM_V_8B,42.91795802116394
hike.jpg,Phi4_14B_Phi_14B,41.29416108131409
nyc.jpg,LLaVA_7B,20.814290046691895
nyc.jpg,LLama3_2_Vision_11B,116.59260416030884
nyc.jpg,Gemma3_12B,54.37806701660156
nyc.jpg,MiniCPM_V_8B,40.25933814048767
nyc.jpg,Phi_14B,33.26242923736572
nyc.jpg,LLaVA_LLama3_8B,20.57814335823059
nyc.jpg,BakLLaVA_7B,11.897918939590454
nyc.jpg,Granite3_2_Vision,55.583306074142456
nyc.jpg,DeepSeek_Reasoning_LLaVA_7B,61.07134127616882
nyc.jpg,DeepSeek_Reasoning_LLama3_2_Vision_11B,38.203325271606445
nyc.jpg,DeepSeek_Reasoning_Gemma3_12B,52.02896428108215
nyc.jpg,DeepSeek_Reasoning_MiniCPM_V_8B,46.385462045669556
nyc.jpg,DeepSeek_Reasoning_Phi_14B,60.92633605003357
nyc.jpg,LLama3_1_Intuitive_Thinker_LLaVA_7B,36.37242102622986
nyc.jpg,LLama3_1_Intuitive_Thinker_LLama3_2_Vision_11B,54.8593590259552
nyc.jpg,LLama3_1_Intuitive_Thinker_Gemma3_12B,69.41523003578186
nyc.jpg,LLama3_1_Intuitive_Thinker_MiniCPM_V_8B,44.9042329788208
nyc.jpg,LLama3_1_Intuitive_Thinker_Phi_14B,62.45230317115784
nyc.jpg,DeepSeek_R1_Abliterated_LLaVA_7B,51.111603021621704
nyc.jpg,DeepSeek_R1_Abliterated_LLama3_2_Vision_11B,41.30324697494507
nyc.jpg,DeepSeek_R1_Abliterated_Gemma3_12B,43.880221128463745
nyc.jpg,DeepSeek_R1_Abliterated_MiniCPM_V_8B,33.125576972961426
nyc.jpg,DeepSeek_R1_Abliterated_Phi_14B,39.42073106765747
nyc.jpg,Phi4_14B_LLaVA_7B,51.19781517982483
nyc.jpg,Phi4_14B_LLama3_2_Vision_11B,39.864007234573364
nyc.jpg,Phi4_14B_Gemma3_12B,43.558948040008545
nyc.jpg,Phi4_14B_MiniCPM_V_8B,50.64000678062439
nyc.jpg,Phi4_14B_Phi_14B,42.40287804603577
flowers.jpg,LLaVA_7B,18.72351884841919
flowers.jpg,LLama3_2_Vision_11B,114.1249361038208
flowers.jpg,Gemma3_12B,53.22659182548523
flowers.jpg,MiniCPM_V_8B,28.1038019657135
flowers.jpg,Phi_14B,54.95548391342163
flowers.jpg,LLaVA_LLama3_8B,20.2231502532959
flowers.jpg,BakLLaVA_7B,9.517010927200317
flowers.jpg,Granite3_2_Vision,51.02991604804993
flowers.jpg,DeepSeek_Reasoning_LLaVA_7B,48.173134088516235
flowers.jpg,DeepSeek_Reasoning_LLama3_2_Vision_11B,41.77658009529114
flowers.jpg,DeepSeek_Reasoning_Gemma3_12B,33.86798095703125
flowers.jpg,DeepSeek_Reasoning_MiniCPM_V_8B,43.21304702758789
flowers.jpg,DeepSeek_Reasoning_Phi_14B,39.33374285697937
flowers.jpg,LLama3_1_Intuitive_Thinker_LLaVA_7B,39.75131702423096
flowers.jpg,LLama3_1_Intuitive_Thinker_LLama3_2_Vision_11B,43.02433800697327
flowers.jpg,LLama3_1_Intuitive_Thinker_Gemma3_12B,46.19354009628296
flowers.jpg,LLama3_1_Intuitive_Thinker_MiniCPM_V_8B,46.76219415664673
flowers.jpg,LLama3_1_Intuitive_Thinker_Phi_14B,32.96331858634949
flowers.jpg,DeepSeek_R1_Abliterated_LLaVA_7B,42.902010917663574
flowers.jpg,DeepSeek_R1_Abliterated_LLama3_2_Vision_11B,37.18463611602783
flowers.jpg,DeepSeek_R1_Abliterated_Gemma3_12B,48.70852470397949
flowers.jpg,DeepSeek_R1_Abliterated_MiniCPM_V_8B,36.864526987075806
flowers.jpg,DeepSeek_R1_Abliterated_Phi_14B,31.98042893409729
flowers.jpg,Phi4_14B_LLaVA_7B,46.496349811553955
flowers.jpg,Phi4_14B_LLama3_2_Vision_11B,45.87151002883911
flowers.jpg,Phi4_14B_Gemma3_12B,42.69595789909363
flowers.jpg,Phi4_14B_MiniCPM_V_8B,40.48319101333618
flowers.jpg,Phi4_14B_Phi_14B,47.36970901489258
fifa.jpg,LLaVA_7B,18.757871866226196
fifa.jpg,LLama3_2_Vision_11B,108.96836686134338
fifa.jpg,Gemma3_12B,54.9868860244751
fifa.jpg,MiniCPM_V_8B,38.09531497955322
fifa.jpg,Phi_14B,36.4158673286438
fifa.jpg,LLaVA_LLama3_8B,25.927719831466675
fifa.jpg,BakLLaVA_7B,10.123149156570435
fifa.jpg,Granite3_2_Vision,53.096599102020264
fifa.jpg,DeepSeek_Reasoning_LLaVA_7B,40.92572283744812
fifa.jpg,DeepSeek_Reasoning_LLama3_2_Vision_11B,53.103074073791504
fifa.jpg,DeepSeek_Reasoning_Gemma3_12B,54.69214987754822
fifa.jpg,DeepSeek_Reasoning_MiniCPM_V_8B,46.29960513114929
fifa.jpg,DeepSeek_Reasoning_Phi_14B,58.99222803115845
fifa.jpg,LLama3_1_Intuitive_Thinker_LLaVA_7B,61.49546408653259
fifa.jpg,LLama3_1_Intuitive_Thinker_LLama3_2_Vision_11B,47.58745312690735
fifa.jpg,LLama3_1_Intuitive_Thinker_Gemma3_12B,60.56660199165344
fifa.jpg,LLama3_1_Intuitive_Thinker_MiniCPM_V_8B,41.8385910987854
fifa.jpg,LLama3_1_Intuitive_Thinker_Phi_14B,54.338512897491455
fifa.jpg,DeepSeek_R1_Abliterated_LLaVA_7B,42.253010272979736
fifa.jpg,DeepSeek_R1_Abliterated_LLama3_2_Vision_11B,23.0627920627594
